   4.3560472985555827E-002   4.3562649921565535E-004
   4.3560004917839762E-002   4.3562181830463073E-004
   4.3559712051977374E-002   4.3561888949956897E-004
   4.3558838179657673E-002   4.3561015033969183E-004
   4.3558256904181164E-002   4.3560433729445037E-004
   4.3557090792141387E-002   4.3559267559128203E-004
   4.3554221861679281E-002   4.3556398485287929E-004
   4.3552206042278219E-002   4.3554382565147307E-004
   4.3550828472576304E-002   4.3553004926606041E-004
   4.3548645872204549E-002   4.3550822217159772E-004
   4.3547442698356205E-002   4.3549618983178495E-004
   4.3544676935336292E-002   4.3546853081944016E-004
   4.3540930779694287E-002   4.3543106739084948E-004
   4.3538885930173486E-002   4.3541061787372029E-004
   4.3534995938626413E-002   4.3537171601421471E-004
   4.3528289855082287E-002   4.3530465182746382E-004
   4.3523093722583055E-002   4.3525268790567634E-004
   4.3519196149206185E-002   4.3521371022406765E-004
   4.3517340070846469E-002   4.3519514851288941E-004
   4.3510475864929656E-002   4.3512650302333255E-004
   4.3504106158405893E-002   4.3506280277488829E-004
   4.3499334143514506E-002   4.3501508024113413E-004
   4.3493754232830847E-002   4.3495927834571812E-004
   4.3491973691332689E-002   4.3494147204094165E-004
   4.3489665173406168E-002   4.3491838570791966E-004
   4.3482031480843855E-002   4.3484204496737841E-004
   4.3471117374733817E-002   4.3473289845195927E-004
   4.3464748527625094E-002   4.3466920679804819E-004
   4.3459330113395138E-002   4.3461501994787941E-004
   4.3452740550505520E-002   4.3454912102589694E-004
   4.3440696358955123E-002   4.3442867309130643E-004
   4.3427790366935941E-002   4.3429960672129129E-004
   4.3422213972231262E-002   4.3424383998745227E-004
   4.3413345110389648E-002   4.3415514693682662E-004
   4.3409019400091065E-002   4.3411188767204578E-004
   4.3399077829877994E-002   4.3401246700164314E-004
   4.3393965612767989E-002   4.3396134227568199E-004
   4.3386766042642633E-002   4.3388934297645666E-004
   4.3373635718158193E-002   4.3375803316974778E-004
   4.3363102221149259E-002   4.3365269293554198E-004
   4.3351220787405068E-002   4.3353387266030046E-004
   4.3338961061625499E-002   4.3341126927574030E-004
   4.3326637952595302E-002   4.3328803202698039E-004
   4.3310762853178787E-002   4.3312927309917541E-004
   4.3300056064547558E-002   4.3302219986215013E-004
   4.3290706462572034E-002   4.3292869916989978E-004
   4.3277400776546258E-002   4.3279563566020430E-004
   4.3267647070827531E-002   4.3269809372856383E-004
   4.3257715919955149E-002   4.3259877725678689E-004
   4.3246524545918381E-002   4.3248685792350247E-004
   4.3234599475895551E-002   4.3236760126369597E-004
   4.3224502016374740E-002   4.3226662162225492E-004
